תאריך,יום,בעלים,ערוץ,טור,לקוח / משימה,דלי,מהלך,מוטיבים,ארכיטיפ,אזור,יום מסלול,מוצר מוביל,SKU,חומר שיווקי,פוטנציאל/שנה,קצב צפוי,מחזור 12ח׳,תה 12ח׳,מאצ'ה 12ח׳,חור מוזה,וואטסאפ,פתיחה,הסגירה,אם מסרבים,למה היום,תוצאה (זכה / לא עכשיו / לא ענה / סירב),תאריך תוצאה
2026-09-24,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,"צייט פור ברוט בע""מ",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3748,397,3276,3276,0,,"היי צייט פור ברוט בע""מ, אתם קונים אצלנו תמציות ב-₪3,276 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪3,276 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מאצ'ה,,
2026-09-24,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,"פטלינה בע""מ",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3515,362,4026,4026,0,,"היי פטלינה בע""מ, אתם קונים אצלנו תמציות ב-₪4,026 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪4,026 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מאצ'ה,,
2026-09-24,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,"איטלקיה בפקריס בע""מ (פיאטו)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3510,361,2524,2524,0,,"היי איטלקיה בפקריס בע""מ (פיאטו), אתם קונים אצלנו תמציות ב-₪2,524 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪2,524 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מאצ'ה,,
2026-09-24,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,"פטיט פוד בע""מ (קפה ארצי)",T3,מאצ'ה — עומק,E2 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,3480,434,9227,7722,1330,,"היי פטיט פוד בע""מ (קפה ארצי), אתם על ₪1,330 מאצ'ה בשנה. בתי עסק בגודל שלכם על ₪1,550. הפער הוא בערך 103 מנות בשנה שלא יוצאות מהדלפק. להעלות את הכמות הקבועה במשלוח? כן/לא","מאצ'ה עובדת אצלכם — ₪1,330 בשנה. הסיבה שאני מתקשר היא שבתי עסק בגודל שלכם על ₪1,550, וההפרש הזה הוא בדרך כלל לא ביקוש, אלא נגמר באמצע שבוע.","אני מעלה את הכמות הקבועה במשלוח. אותה עגלה, בלי שינוי אחר בהזמנה — רק שלא ייגמר לכם ברביעי.",,מאצ'ה,,
2026-09-24,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,"משק ימיני (ג.ל.י גפן בע""מ)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3433,349,3615,3197,0,,"היי משק ימיני (ג.ל.י גפן בע""מ), אתם קונים אצלנו תמציות ב-₪3,197 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪3,197 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מאצ'ה,,
2026-09-24,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,"טואר בנמל בע""מ (פו סושי - FU)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3406,345,2196,2196,0,,"היי טואר בנמל בע""מ (פו סושי - FU), אתם קונים אצלנו תמציות ב-₪2,196 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪2,196 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מאצ'ה,,
2026-09-24,חמישי,תום,וואטסאפ — תום,וואטסאפ 1,פסיליטי,T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,3404,345,2191,2106,0,,"היי פסיליטי, אתם קונים אצלנו תמציות ב-₪2,106 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪2,106 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מאצ'ה,,
2026-09-27,ראשון,תום,וואטסאפ — תום,וואטסאפ 1,"אסייתית באשדוד בע""מ Sazanca",T3,מאצ'ה — עומק,E2 E3 E4,תה בלבד,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי,20838,2885,15258,12078,1060,,"היי אסייתית באשדוד בע""מ Sazanca, אתם על ₪1,060 מאצ'ה בשנה. בתי עסק בגודל שלכם על ₪5,460. הפער הוא בערך 2065 מנות בשנה שלא יוצאות מהדלפק. להעלות את הכמות הקבועה במשלוח? כן/לא","מאצ'ה עובדת אצלכם — ₪1,060 בשנה. הסיבה שאני מתקשר היא שבתי עסק בגודל שלכם על ₪5,460, וההפרש הזה הוא בדרך כלל לא ביקוש, אלא נגמר באמצע שבוע.","אני מעלה את הכמות הקבועה במשלוח. אותה עגלה, בלי שינוי אחר בהזמנה — רק שלא ייגמר לכם ברביעי.",,מלאי לחגים — אל תיגמר לכם,,
2026-09-27,ראשון,תום,וואטסאפ — תום,וואטסאפ 1,"הרואה בקפה בע""מ",T3,החזרה,W E3 E4,מעורב,צפון,שלישי,סנגריה ורודה 1ל׳ ₪45,GTCC-PIN-SAN-1L,"— שיחת הקשבה, לא פיץ׳",14923,3728,14578,10413,2360,13200,"היי הרואה בקפה בע""מ, לא ראינו הזמנה כבר 42 ימים והקצב שלכם היה כל 17. רציתי לוודא שהכל בסדר — ומה חסר כדי לחזור. אם זה בגלל מוזה שירדה, יש לנו במה להחליף.","42 ימים בלי הזמנה, כשהקצב שלכם היה כל 17. לא באתי למכור — באתי להבין מה נשבר.","מה שחסר, אני מכניס למשלוח הקרוב. אם זה מוזה — יש סנגריה ורודה ויש תרכיז שעובד כבסיס קוקטייל. אם זה משהו אחר, תגיד לי מה.",,מלאי לחגים — אל תיגמר לכם,,
2026-09-27,ראשון,תום,וואטסאפ — תום,וואטסאפ 1,"בית העם קונדיטוריה ויין בע""מ",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,13668,1537,17335,17335,0,,"היי בית העם קונדיטוריה ויין בע""מ, אתם קונים אצלנו תמציות ב-₪17,335 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪17,335 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מלאי לחגים — אל תיגמר לכם,,
2026-09-27,ראשון,תום,וואטסאפ — תום,וואטסאפ 1,"אוטוטו (קפה בגרונימן 8 בע""מ)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,13308,1483,21250,20460,0,,"היי אוטוטו (קפה בגרונימן 8 בע""מ), אתם קונים אצלנו תמציות ב-₪20,460 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪20,460 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מלאי לחגים — אל תיגמר לכם,,
2026-09-27,ראשון,תום,וואטסאפ — תום,וואטסאפ 1,"א.ר.נ. מסעדות קריית אונו בע""מ (קיסו - Kisu)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,מרכז,ראשון/שני/חמישי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,11509,1561,10248,10248,0,,"היי א.ר.נ. מסעדות קריית אונו בע""מ (קיסו - Kisu), אתם קונים אצלנו תמציות ב-₪10,248 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪10,248 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מלאי לחגים — אל תיגמר לכם,,
2026-09-27,ראשון,תום,וואטסאפ — תום,וואטסאפ 1,"ENSō - אסייתית במודיעין בע""מ (אנזו)",T3,מאצ'ה — קו חדש,E1 E3 E4,תה בלבד,דרום,רביעי,מאצ'ה שיזואוקה 500g ₪590,GT-SHI-CER-500,מאצ'ה — המקרה העסקי · דף ציוד לאבקות,9195,1214,8052,8052,0,,"היי ENSō - אסייתית במודיעין בע""מ (אנזו), אתם קונים אצלנו תמציות ב-₪8,052 בשנה, ואין לכם מאצ'ה. 21 מתוך 48 המשקאות בקטלוג שלנו הם מאצ'ה או אובה — חצי תפריט שאתם לא מגישים. שקית 500 גרם = 277 מנות, ונשאר לכם ₪22.49 לכוס במקום ₪14.95 על תה קר. להוסיף אחת למשלוח הקרוב? כן/לא","אתם אצלנו על ₪8,052 תמציות בשנה — לקוח טוב. אבל אין לכם מאצ'ה, ו-21 מתוך 48 המשקאות בקטלוג שלנו בנויים עליה. חצי מהתפריט שאני יכול לתת לכם פשוט לא נמצא אצלכם על הדלפק.","אני מוסיף שקית מאצ'ה שיזואוקה 500 גרם למשלוח הקרוב — ₪590, 277 מנות, ₪2.13 מאצ'ה לכוס. במחיר תפריט ₪28 השקית מחזירה ₪7,756. אותה עגלה, אותו מקרר. ומקציף ב-₪100 אם אין לכם — בלעדיו זה גושים.",,מלאי לחגים — אל תיגמר לכם,,
